ID,overall
8000B0002DHXX2,3.954910634480373
14253B005F9HEYQ,4.878480696262469
14046B001CQRZWC,4.878480696262469
17217B001P3PR5O,4.878480696262469
11548B000NWJEDO,3.954910634480373
19764B001AT9B8M,3.1268787440174335
16458B008Y527PE,4.86379398995263
17640B000WFKTWM,4.878480696262469
11737B000FJ7RAC,4.040710814631943
2387B00025640S,4.878480696262469
7049B00E5DEB5I,4.502661037846422
8075B0010B6IFY,4.878480696262469
21705B0002HYB7O,3.4896557254823812
14265B00HSJFOFC,4.878480696262469
7702B000X98CN0,4.878480696262469
21156B000084EEF,4.502661037846422
19253B000255NAK,4.859278707705029
11101B0007A0AQW,4.871741181838076
11459B000M5SHUS,4.878480696262469
2793B000I82DTU,4.878480696262469
458B00025K0R6,4.878480696262469
10938B005B3LB2C,4.490303490478079
18707B00134FQZQ,4.878480696262469
3715B00N99WN90,4.865816954384903
18823B004V9S6RK,4.878480696262469
13562B000QJ9EU2,4.521699584883145
17540B002R8SLUY,4.878480696262469
7405B01B9MR2UI,4.878480696262469
14299B000F4AVPA,4.878480696262469
10752B0002ZS20I,4.502661037846422
3922B00IASA0R2,4.490303490478079
11231B00XEVJAR6,4.502729323307442
13426B0040V20X0,4.502661037846422
15162B0002I0RNK,3.1268787440174335
14808B0009YHU6Y,4.878480696262469
18333B000GDTRAU,4.009254142320739
453B0015AM778,4.848631182623088
6264B00J84153K,4.878480696262469
18744B000FRQIR2,4.502661037846422
17152B000X2QGAI,3.1721308091832823
7055B000VJHCCY,4.878480696262469
18147B0002DHV16,4.878480696262469
7649B000E8OW3Y,4.878480696262469
8326B00C7OTE0O,4.502661037846422
8528B00ROZAL0I,4.502661037846422
20118B000W5QSYA,4.878480696262469
6946B00A755TQS,4.878480696262469
6924B0009ZBKG4,3.9600684702763664
8307B00U6ELII8,4.502661037846422
3234B0002565TI,4.878480696262469
10407B002A2JZAC,3.954910634480373
19806B00CZXQ31K,4.1459658569909665
11854B0002IJQDC,4.865816954384903
3017B0009YUI86,4.540661605104848
10535B0002IJQDC,4.502661037846422
17340B002RT8Z86,4.507681336789662
3518B0002DHOJA,4.871741181838076
7000B000255NIC,4.878480696262469
7564B00153RC9I,4.878480696262469
3706B002UCWLNK,3.757975113295792
5517B00XEVJAR6,4.878480696262469
5569B0002DHXX2,4.502661037846422
1293B000H3VAQ8,3.624297682601214
5873B016MY21XG,4.878480696262469
7260B001F2GDJ4,4.878480696262469
19077B000HGB8W6,4.878480696262469
9464B000NHWMGU,4.834471212454084
9984B0011XHGQ6,4.878480696262469
3164B0002DHXX2,4.865816954384903
1076B0002J1FNK,4.865816954384903
327B000UTFFLA,4.878480696262469
13036B00U9AJB24,3.954910634480373
19888B005OPQCDU,4.878480696262469
17887B001B41TOK,4.521699584883145
18645B003ALG5PK,3.954910634480373
21578B0002AS1CC,4.878480696262469
13909B00B511UXE,4.760174717592276
182B005U7ONFG,4.502661037846422
4495B0018N1DRW,4.871741181838076
9802B0002566WO,4.878480696262469
1495B000Z3IQ0S,4.878480696262469
3403B0002I0O5G,4.507681336789662
21975B0002C7FFE,4.31285434899763
6110B00251GJ5W,4.878480696262469
10321B00BD3UN8C,4.502661037846422
5238B00CPDWT2M,4.490303490478079
17364B000255MZG,4.878480696262469
12627B0012KH0IC,4.878480696262469
7979B00XTOK5OU,4.502661037846422
15091B000JCWAWA,4.540661605104848
21903B004QBL9IQ,4.502661037846422
5061B00134MXF2,4.878480696262469
14705B0011MRVIU,4.878480696262469
10536B000VJHCCY,4.878480696262469
20177B0013ES5WC,3.1268787440174335
14582B004RVOOAA,4.878480696262469
804B00T7R7HLC,4.878480696262469
9663B001ABK832,4.878480696262469
20919B008NXFXQ2,4.502661037846422
4058B000084F1Z,4.878480696262469
6075B00ZK1IBN2,4.878480696262469
3828B000VTRI32,4.878480696262469
7208B00XWQ7RHI,4.025296837405881
5725B008W8IUV8,4.0456043545317355
17142B0024E4RNG,4.5448424504291145
22129B0017JAPMQ,3.1268787440174335
15595B001CQZ1KU,4.502661037846422
2967B00QT4I274,4.878480696262469
17395B000255NAK,4.871741181838076
1967B0002ARWTA,4.878480696262469
3818B000W5QSYA,4.878480696262469
18918B003XV5E9U,4.871741181838076
13719B00XTOK5OU,4.507681336789662
7568B0002ARYL6,3.7544431168417987
20057B0017JE6B2,4.878480696262469
1531B001LWRHA2,3.1268787440174335
9424B000O2APH2,4.502661037846422
19019B014JOTMOW,4.878480696262469
20158B0002AQPA2,4.865816954384903
15773B000JJJ7CE,4.878480696262469
20642B00061UQ6G,3.954910634480373
20325B0056F53YC,4.502661037846422
16356B007IRMTXE,3.786272841650647
10468B0010B3FIC,4.878480696262469
18111B001P3NU4E,4.502661037846422
1627B0017DGFSA,3.954910634480373
20358B000OX89XI,4.878480696262469
19728B0002ARR2W,4.264632239257304
13239B01C47QGPE,3.954910634480373
18121B00164U144,1.970572319427228
3140B005VS9WUA,4.502661037846422
4960B000084ERH,4.521699584883145
18557B0002I0O5G,4.301019015514907
9070B003C5TMU4,4.865816954384903
12765B0002AR17S,4.834471212454084
15490B000JJJ7CE,3.954910634480373
4812B000M5SHUS,4.878480696262469
21600B0002I9O84,3.954910634480373
3364B0002ASBRM,4.512526938236849
19629B00N9Y799Y,4.502661037846422
1392B000OC7PEI,3.1268787440174335
11118B00GZQYLOE,4.878480696262469
21181B0002AB9FS,4.878480696262469
11878B00008DFGY,4.502661037846422
11396B00280MUXU,4.878480696262469
16662B008WN4NPA,4.878480696262469
17493B00176CGK8,4.878480696262469
22093B00E0WK0D6,3.954910634480373
3197B01EMZ3JSS,4.496605692341118
1111B0002AR15U,4.878480696262469
19214B00CLA0RVE,4.878480696262469
6781B00C97SJK0,4.878480696262469
19488B00006HI46,4.878480696262469
17548B000WFIVSQ,4.009254142320739
2359B00UZKBNLK,4.502661037846422
4125B004KD9N4W,4.490303490478079
9801B001B41TOK,4.871741181838076
3689B007Z8LBZI,4.871741181838076
3376B0011DKX0C,4.502661037846422
12340B000S9M2U4,4.793298226586776
2225B0002I0GVS,4.502661037846422
4549B00061MWP4,4.878480696262469
20239B001A5IXRG,4.878480696262469
3738B0007IOYIE,4.878480696262469
8360B0006N9I68,3.1268787440174335
4569B000W5QSYA,4.878480696262469
8164B000WJ2GJ2,4.502661037846422
6320B000N38CZE,4.868088258719459
21942B003ANHD9A,3.954910634480373
18233B005FU4Z8I,4.871741181838076
16077B00176CT5U,4.9121779513165675
20422B0002AR0II,4.878480696262469
14681B008FWOCSG,3.607593902271511
554B000FPJ6QO,4.878480696262469
18448B0006DQHQM,4.472977008096889
6047B0014FWMGU,4.878480696262469
19118B0022KCNPQ,4.502661037846422
10766B001U8CED2,3.1268787440174335
17586B000WFIVSQ,4.967150646778603
16442B000W5QSYA,4.877867486926632
20648B00EI673B6,4.878480696262469
20947B01CTNQ17G,3.954910634480373
21963B003ZKEQA2,3.954910634480373
19157B005ZKVIYC,3.1268787440174335
10415B01ASUNVFC,4.865816954384903
8995B004XLBVGE,4.019980814107729
8159B0010B6IFY,4.860367507733531
19625B007CRC41C,4.540661605104848
20594B00OLSAX90,4.878480696262469
6105B0017JBHMS,4.967406851438923
7930B00008JOL0,4.540661605104848
17999B000BHR0G4,3.954910634480373
20804B0089A66T2,4.865816954384903
1233B0027J5RZA,4.564011599573761
15317B00BSXNKNC,4.5448424504291145
3300B0002563MW,4.502661037846422
20976B000795XMY,4.507681336789662
20020B000XRYXWQ,4.879569387502086
1988B00ZK0Y7R2,4.009254142320739
1005B015LXNIW2,3.954910634480373
8739B0089L4K1C,4.865816954384903
3780B000A3SKE0,4.878480696262469
3358B000JJJ7CE,4.878480696262469
12744B00I0BXQ6Q,4.521699584883145
9075B001GS71KW,4.778098567429094
14537B000NVBVCC,4.878480696262469
1159B008FWOCSG,3.1721308091832823
10588B002C7872M,3.954910634480373
6378B0002AR17S,4.878480696262469
15490B0002DGL3K,3.1268787440174335
7113B0009YL2NQ,4.540661605104848
8596B0009YD8OC,4.490303490478079
10806B00VC87KYI,4.814639718982131
12724B0002YFQ6W,4.878480696262469
17953B0012UEHFQ,4.502661037846422
1307B0012KB452,4.333727632586482
10802B0002TJAZU,4.502661037846422
6207B000WFKTWM,4.878480696262469
3052B000256ELM,4.502661037846422
16198B000HHM02M,4.878480696262469
13579B008FXKOKK,4.878480696262469
5950B0019QHIR2,3.1268787440174335
1988B01A5OHOIQ,4.878480696262469
20400B00067P81I,4.0456043545317355
11210B01D2ZSS2G,4.878480696262469
16504B000K78HRQ,4.040710814631943
953B0006N3IK0,3.954910634480373
14423B000W2R75W,4.878480696262469
9907B00063496C,4.878480696262469
771B003BYQ100,4.878480696262469
100B00CVYDGFO,4.834471212454084
4214B001HBBQKY,3.954910634480373
3708B007XXZ69C,4.502661037846422
14126B0090AXWEW,4.878480696262469
15012B003RQDQPU,4.865816954384903
15748B000255OIG,4.878480696262469
10249B000084EEF,4.878480696262469
4917B003ALMW0M,4.878480696262469
4859B0002IJQDC,4.878480696262469
18213B003JFRQQ4,4.878480696262469
10915B00028DOX0,3.954910634480373
584B00GRSVTK4,4.871741181838076
13193B006MLVLDQ,4.502661037846422
21755B0002DH8L4,3.954910634480373
16608B001WAFT80,4.463207403780922
17413B00180WWUM,4.502661037846422
13502B000VTRI32,4.878480696262469
79B000W5QSYA,4.878480696262469
1187B00176BAZK,2.689024596273613
3231B005CUTY4Q,4.878480696262469
17737B000YK5W18,3.7544431168417987
11306B0063HPS2E,3.1268787440174335
1533B00KAV98ES,4.878480696262469
10140B000084EAE,4.502661037846422
11058B006MUQYI4,4.540661605104848
19156B0012NV9NQ,4.502661037846422
7945B001NIZAI0,4.502661037846422
10902B0002AR0II,4.878480696262469
8855B007D17A52,4.878480696262469
6177B000633TU4,4.878480696262469
7402B0002AR18M,4.878480696262469
2151B000O5DI3W,4.878480696262469
19231B00BU44VSM,4.878480696262469
2526B004VBC0SY,4.5448424504291145
4485B0009YJ3OG,4.502661037846422
4025B001HYB2P0,4.5448424504291145
17158B00EOOQCKU,4.512526938236849
4319B00008DFK5,4.778098567429094
7961B0009YUI86,3.2356272478157644
12087B0002IEYIE,4.502661037846422
8786B00AQ4D138,4.512526938236849
11619B00280MUGC,4.878480696262469
17864B000AU64PK,4.878480696262469
1445B002R8SLUY,4.878480696262469
21230B001AQZDSW,4.878480696262469
21094B0002DK26C,4.502661037846422
18176B004OZOCTW,3.954910634480373
22051B000255MZG,4.878480696262469
13226B000634MH8,4.878480696262469
6822B0010B6IFY,4.878480696262469
21217B000YAJKL6,3.1268787440174335
14809B0037Z6VK8,4.878480696262469
13874B0002C7FI6,4.502661037846422
7199B008WN4NPA,4.502661037846422
2259B001A5IXRG,4.507681336789662
12673B01CY8O876,4.878480696262469
16493B001BOX9LQ,3.1268787440174335
8354B000JCWB1K,4.865816954384903
18398B000FJ7RAC,4.502661037846422
13663B0009ZBKG4,3.1268787440174335
8124B000255NCI,4.878480696262469
7771B001A5IXRG,4.040710814631943
579B0012KB47A,4.878480696262469
10193B0002DHY4K,3.954910634480373
971B0002I9OA2,4.878480696262469
12520B0007QA0UW,4.025296837405881
5152B000BRTADK,3.954910634480373
2872B00159ZAXC,4.878480696262469
16558B0009YD8OC,3.954910634480373
2867B000X958MS,4.502729323307442
8277B00QHC02EY,4.878480696262469
19110B00LHY0PJY,3.954910634480373
5027B000FS4OYA,4.865816954384903
7363B0002AQY9O,4.456243678599389
6830B001A5IXRG,4.878480696262469
1972B0009EUZWA,4.025296837405881
276B0002AB9FS,4.878480696262469
13715B000F4AVPA,4.878480696262469
16725B0012KB4NO,4.848631182623088
15129B000XJ9PYA,3.1268787440174335
18542B000WFKTWM,4.878480696262469
9820B001ICRYTY,4.502661037846422
18043B000A8CUSM,4.502661037846422
1221B001B1OK26,4.878480696262469
11761B001ICJGUE,4.502661037846422
3848B0009YSD6U,4.536509405534581
21201B002YHL844,4.878480696262469
12053B000VO9CWC,4.009254142320739
21928B00AR9GURG,4.490303490478079
10633B000ILGD66,4.871741181838076
15575B00176BJ5Q,4.865816954384903
17180B019EEZFWK,4.490303490478079
7173B00MAKM3BC,3.954910634480373
12712B000MD57PS,4.878480696262469
3499B000084F45,4.878480696262469
11679B007RBB6UI,4.878480696262469
3184B0010B8YT2,3.6570787131025795
13388B01AJJOJGC,3.370912760890094
16971B002AN8LBA,3.6328585572068035
20149B0012KB466,4.871741181838076
11422B0002YFC9I,4.878480696262469
5713B00P5P8V0Q,4.878480696262469
20482B000AQPSC4,4.502661037846422
4159B00BU44VSM,4.878480696262469
18093B000WHUOEI,3.6491844482177114
1046B0002DIO4E,4.025296837405881
22022B0017JE6B2,4.878480696262469
2815B004U8Z436,4.856674330010025
7709B001BOX9LQ,4.040710814631943
4401B00XIL2SUS,4.502661037846422
20686B004A7X218,4.878480696262469
5088B006JVPL6W,4.540661605104848
8203B004488VQ4,3.1268787440174335
10507B00MU2F1RI,4.878480696262469
7675B000FMDIL6,4.865816954384903
6219B00PPIGZ1K,4.878480696262469
6846B000084EEC,4.865816954384903
7169B00R8F13CY,3.954910634480373
20932B003R0LM2U,4.865816954384903
3549B00CPDWT2M,4.793298226586776
6741B000WJ0I9M,3.954910634480373
19700B0002HBMYO,4.025296837405881
242B0002DGL3K,4.496605692341118
17300B005OTY3O6,4.878480696262469
767B00PQ0FJGE,4.878480696262469
8167B0012KCUPK,4.040710814631943
9088B001LNSSH2,4.871741181838076
17092B00N9Y799Y,3.737793741972701
1084B0035H9LW8,4.507681336789662
5886B00B1G9LS4,4.502661037846422
2257B000OX89XI,4.878480696262469
9135B0002ASPT6,4.871741181838076
10191B0017JAPMQ,4.865816954384903
349B003PRI6OC,3.954910634480373
447B000S9M2U4,4.878480696262469
11933B004CRFM4G,3.987728120961437
9911B0137RB2G8,4.865816954384903
11348B003P9XFSM,4.865816954384903
13501B004PJ55KC,4.878480696262469
12829B000UGB9EA,4.878480696262469
13192B0021L8WO2,3.7544431168417987
20414B0002563O0,4.878480696262469
954B00R3G8D8A,3.4896557254823812
1706B00134FQZQ,4.502661037846422
21888B004B3WWC6,3.1268787440174335
13360B00KAV98ES,4.878480696262469
4684B001PKTWDA,4.502661037846422
13518B0002DIRXC,4.865816954384903
22157B005OTJWPG,4.793298226586776
15860B0007A0AP8,3.624297682601214
8071B0017JTVIU,4.502661037846422
4845B0002I0RNK,3.1268787440174335
227B00U1F6TO0,4.490303490478079
7975B005AP3B8S,4.793298226586776
6325B00S82T7WY,3.954910634480373
18288B004BZU2LM,4.878480696262469
8360B0043AWFSI,3.1268787440174335
13698B000O5DI3W,4.878480696262469
6606B007GCMCVU,4.878480696262469
1343B0002ARTYI,3.977105423907265
17651B003BYQ0A6,4.878480696262469
14029B00QAVNODI,4.878480696262469
6169B0018CDVEQ,4.757437194831635
17908B0002X311U,3.954910634480373
11492B005E2S77C,3.1268787440174335
20893B000A7UZA8,4.507681336789662
8069B0000AH9UH,3.624297682601214
13578B0017JAQF2,4.880138791261188
13587B00280MUXU,4.521699584883145
14248B00LHYFVKW,4.512526938236849
17560B000255PFI,4.878480696262469
8214B0002AS1CC,4.878480696262469
13759B003YC71K8,3.954910634480373
10671B015DV0O9C,3.954910634480373
6392B00LCIV210,4.865816954384903
1485B017RMTYEG,4.490303490478079
12371B0042FK0N6,3.607593902271511
3196B002JPD76I,4.009254142320739
17300B0002J1FOO,4.507681336789662
20311B000W5QSYA,4.347268833310202
7816B007OT50TG,4.878480696262469
16906B0002IEYIE,4.878480696262469
12416B0002AR17S,4.507681336789662
4115B001B4TV2W,4.878480696262469
13769B007RBB4XW,4.878480696262469
10241B000W2R75W,4.87902300534638
11435B0002DGL26,4.507681336789662
3185B001P05K6I,3.9600684702763664
6793B0017JTVF8,4.757437194831635
14363B000VO9CWC,3.4896557254823812
15778B001AZQXGY,4.878480696262469
8336B001CQRZWC,4.878480696262469
5547B0002BSMDE,4.865816954384903
12306B001EE5LEQ,4.878480696262469
12328B019EOQ6AK,3.6491844482177114
16975B001VJ0BSK,4.878480696262469
4785B00BSXNKNC,4.521699584883145
9472B001TLS0B0,3.1268787440174335
21675B00B5JJZG0,4.865816954384903
17651B000Y8UOK4,4.878480696262469
7259B000XY7C7C,3.1268787440174335
22114B00ODRO7W8,4.490303490478079
3880B00BSYR7K8,4.878480696262469
9662B00EOOQCKU,4.502661037846422
15209B0002BSMDE,4.507681336789662
8385B00EOOQCKU,4.502661037846422
9661B0043EAZ68,4.490303490478079
21670B000QOIX4U,4.878480696262469
19212B0014HYCM0,4.878480696262469
13713B01FXC7JWQ,3.954910634480373
7431B00OIAGTRQ,4.502661037846422
17822B000GL8HNA,4.009254142320739
16968B00HI762M8,4.878480696262469
9121B00OTQDAXK,4.878480696262469
9103B0017JBYAS,4.834471212454084
149B00PQ5UH0C,4.088608487380099
10865B00T76GKJS,3.954910634480373
19626B0012KB466,4.874639873438191
5911B0012LHMTI,4.502661037846422
2585B00A8I3ME0,4.878480696262469
7134B00DR940MA,4.856674330010025
20701B00176CT5U,4.490303490478079
2719B0009YD810,4.865816954384903
4743B0015AM778,4.878480696262469
3113B00176CT5U,4.507681336789662
10510B0171WU946,4.025296837405881
18293B00176BJ5Q,4.874639873438191
5949B0012KH06Y,4.453182167620871
8292B0002H3ZLM,4.490303490478079
9608B000Z3IQ0S,4.066679421704164
123B01E7514WQ,4.502661037846422
12129B0002H3ZLM,4.860367507733531
655B000ND8XFS,3.870686578212595
13083B00RO3Y5AW,4.507681336789662
7335B003M0EJ2A,4.502661037846422
9309B00CNTBDRA,4.878480696262469
14712B000255NAK,4.878480696262469
9104B000L3XYZ4,3.954910634480373
14389B0010B8YT2,2.5725723738148254
15627B005CQARAA,3.977105423907265
2733B000FULD24,4.878480696262469
19243B00280MUGC,4.878480696262469
7220B0006VB3SQ,4.512526938236849
16813B0002DHXX2,4.496605692341118
8926B00H6ZU4YY,4.878480696262469
19250B008FXKOKK,4.502661037846422
8616B000OUOYH6,4.878480696262469
5794B0012LHMTI,4.0456043545317355
9416B00280MUXU,4.865816954384903
20425B0002568ZO,4.502661037846422
4947B001NIZAH6,3.954910634480373
21215B0002565TI,4.878480696262469
6732B002C7872M,3.954910634480373
3771B0090Z9B5G,3.599206125097968
8637B00HRQAI3Y,4.878480696262469
15403B0057LAH6E,4.778098567429094
8970B000FSHBYK,3.947552952446087
4576B0002566WO,4.878480696262469
771B000F9JJJE,4.875165771398764
14716B0002DK26C,3.7544431168417987
16923B00CPDWT2M,4.834471212454084
6749B0002DHXX2,4.549155369702535
523B0000AH9UH,4.502661037846422
8225B0017JTVF8,4.793298226586776
14312B005GYLXSI,4.540661605104848
19541B00QX1UZEQ,4.878480696262469
19206B000YAJKL6,3.954910634480373
7360B003ZNRDT0,4.878480696262469
17682B000S9M2U4,4.878480696262469
14139B00061MO7K,4.878480696262469
13497B006MUQYI4,4.865816954384903
14700B000CR1FIM,4.507681336789662
10249B00KQGRIKI,3.954910634480373
13538B00061MO7K,4.878480696262469
2978B001NIZAI0,4.878480696262469
765B0089A66T2,4.878480696262469
15601B000BTBOB4,4.507681336789662
4535B0002YOVHC,4.52760088023128
16392B00IGEP1NS,3.954910634480373
14802B00BP5H71O,4.490303490478079
5219B00C66AHJU,4.834471212454084
9585B0011MRVIU,3.9600684702763664
9308B000WFPW4M,4.502661037846422
14369B000255NIC,4.878480696262469
4050B00176F466,4.878480696262469
19196B00006IX59,4.878480696262469
11111B000241NRI,3.1268787440174335
2464B01GJJHPLC,4.878480696262469
7125B0063PK6DM,4.878480696262469
4227B0183H0Z8I,4.871741181838076
399B0027JCRVW,4.856674330010025
17551B000296N7S,4.878480696262469
10677B000W2R75W,4.878480696262469
6130B0002DK9L0,3.1268787440174335
4277B007D17A52,4.878480696262469
15235B000KEVF1O,4.878480696262469
8327B00JZIDDWK,3.954910634480373
18015B0012KH0IC,4.878480696262469
19604B00H8MDLUE,4.490303490478079
387B0032G70FW,4.856674330010025
6651B000274674,3.954910634480373
3934B004J185LC,4.878480696262469
20220B004XVPAJI,4.878480696262469
11011B000I82DU4,4.878480696262469
12823B000LBN8YS,4.5448424504291145
18258B00AOAT0PC,4.878480696262469
13562B0002AR0II,4.878480696262469
3097B0006DQHQM,4.865816954384903
8454B001G0NL2W,4.878480696262469
17978B0006N9I68,4.878480696262469
8543B001A5IXRG,4.878480696262469
10717B0009YS90K,3.954910634480373
21865B0002ARQV4,4.878480696262469
5482B00OIAGTRQ,4.502661037846422
1517B00D8QHWXQ,4.878480696262469
7746B007IRMTXE,4.871741181838076
18775B000X98CN0,4.878480696262469
16833B000LPOUNW,4.264632239257304
9187B000634MH8,4.80784063416403
14913B0006ABVGQ,3.954910634480373
13673B000F6PVXU,4.860367507733531
9150B00176BAZK,4.878480696262469
17807B005KSOBVG,4.878480696262469
10818B000084EEC,4.521699584883145
20794B00BYVX9ZW,4.878480696262469
16753B0013MVJPY,4.865816954384903
260B001QE7LFG,4.865816954384903
18882B0114BNXQ6,4.4293214920931945
21466B00D078UCK,3.954910634480373
8727B000084ERR,4.878480696262469
7767B000NVBVIQ,4.865816954384903
2740B007K6CPU0,4.878480696262469
11738B000IVGBFY,4.540661605104848
8171B004PJ55KC,4.878480696262469
8449B00134FQZQ,4.865816954384903
12694B00061MO7K,4.549155369702535
7469B000NE2UH4,3.954910634480373
7131B001650NNW,4.878480696262469
11285B000WT8REK,4.878480696262469
14182B001707OAG,3.1268787440174335
21349B001B41TOK,4.834471212454084
3789B00XSYLODC,4.878480696262469
22123B00JZHRXJU,3.2057504968712323
21916B0012GWCPM,4.5448424504291145
5453B003V4M1NG,4.088608487380099
21422B00079PHV6,4.878480696262469
10726B01CCP1UPY,4.878480696262469
13730B001PKTWDA,4.540661605104848
3045B0016HPTFW,4.088608487380099
13376B000OX89XI,4.865816954384903
6053B000VAK20C,3.954910634480373
17929B00J36A9MQ,3.954910634480373
18898B007Z8LBZI,4.878480696262469
1787B004XLBVGE,4.878480696262469
9408B006JVQ67K,4.878480696262469
4510B0009YD8OC,4.387298604059885
21628B0056XCK72,4.878480696262469
18244B001JQLKUS,4.502661037846422
14830B000WFRQ96,4.387298604059885
9981B0012NV9NQ,4.507681336789662
10257B00176CT5U,4.967406851438923
10290B000Z3IQ0S,4.878480696262469
15111B0103L92TK,4.009254142320739
17035B0017JAOJK,4.878480696262469
18850B002AV3NGA,4.502661037846422
15044B006JVQ67K,3.954910634480373
14274B0025YKUIQ,4.878480696262469
19574B006OCG4JY,3.954910634480373
1786B0002AQCL4,4.865816954384903
4969B000084F45,4.502661037846422
18798B007FMY3K4,3.954910634480373
18649B000O5DI3W,4.878480696262469
13266B000YAJKL6,3.954910634480373
5451B0050NDNXS,4.865816954384903
17490B00176BAZK,4.878480696262469
15502B003ZYF1R0,4.502661037846422
3195B000FI2VL8,3.954910634480373
10702B001HBBQKY,4.878480696262469
9522B000DLBCSU,4.878480696262469
13515B000VP8NQ2,4.878480696262469
908B001707OAG,4.502661037846422
19782B007MQMNCS,3.954910634480373
17868B00337KW8M,4.878480696262469
11933B005OPZYN4,4.507681336789662
18600B004ABC13Y,4.878480696262469
7928B000F4AVPA,4.878480696262469
8736B0002DHXX2,4.865816954384903
14200B000JCWAWA,3.1802867620005824
